"LIF_ID";"FAC_ID";"LIF_QTE";"LIF_REMISE_POURCENT";"LIF_REMISE_MONTANT";"LIF_MONTANT";"LIF_TAUX_TVA"
7519;2139;1;;;320;18.6
7520;2141;1;;;220;18.6
7521;2141;1;;;240;18.6
7522;2141;2;;;250;18.6
7523;2143;1;;;250;18.6
7524;2143;1;;;320;18.6
7525;2143;1;;;240;18.6
7526;2143;1;;;220;18.6
7527;2145;1;;;250;18.6
7528;2147;1;;;220;18.6
7529;2147;1;;;250;18.6
7530;2147;1;;;220;18.6
7531;2147;1;;;270;18.6
7532;2147;1;;;250;18.6
7533;2149;2;;;250;18.6
7534;2149;1;;;320;18.6
7535;2149;1;;;220;18.6
7536;2149;1;;;250;18.6
7537;2149;1;;;270;18.6
7538;2151;1;;;264;20.6
7539;2151;1;;;275;20.6
7540;2151;1;;;264;20.6
7541;2151;1;;;275;20.6
7542;2153;1;;;242;20.6
7543;2153;1;;;308;20.6
7544;2153;2;;;275;20.6
7545;2153;1;;;297;20.6
7546;2153;2;;;297;20.6
7547;2153;1;;;242;20.6
7548;2153;1;;;242;20.6
7549;2155;1;;;242;20.6
7550;2155;1;;;242;20.6
7551;2157;1;;;242;20.6
7552;2157;1;;;242;20.6
7553;2136;1;15;;384;20.6
7554;2136;1;15;;384;20.6
7555;2136;1;15;;324;20.6
7556;2136;1;15;;324;20.6
7557;2138;1;;50;300;20.6
7558;2138;1;;50;264;20.6
7559;2138;1;;50;300;20.6
7560;2138;1;;50;384;20.6
7561;2138;1;;50;264;20.6
7562;2138;1;;50;264;20.6
7563;2138;1;;50;264;20.6
7564;2140;1;;;384;20.6
7565;2140;1;;;288;20.6
7566;2140;1;;;264;20.6
7567;2142;1;;;264;20.6
7568;2144;1;;;264;20.6
7569;2144;1;;;384;20.6
7570;2144;1;;;288;20.6
7571;2144;1;;;264;20.6
7572;2146;1;;;264;20.6
7573;2146;1;;;384;20.6
7574;2146;1;;;264;20.6
7575;2146;1;;;336;20.6
7576;2146;1;;;384;20.6
7577;2146;1;;;264;20.6
7578;2146;1;;;264;20.6
7579;2148;1;;;300;20.6
7580;2148;1;;;288;20.6
7581;2148;2;;;384;20.6
7582;2148;1;;;324;20.6
7583;2148;1;;;264;20.6
7584;2150;1;;;300;20.6
7585;2150;1;;;324;20.6
7586;2152;1;;;360;20.6
7587;2154;1;;;420;20.6
7588;2154;1;;;330;20.6
7589;2154;1;;;330;20.6
7590;2156;1;;;405;20.6
7591;2158;1;;;360;20.6
7592;2158;1;;;330;20.6
7593;2158;1;;;420;20.6
7594;2158;3;;;375;20.6
7595;2158;1;;;405;20.6
7596;2158;1;;;360;20.6
7597;2159;1;15;;250;18.6
7598;2161;1;;50;270;18.6
7599;2161;1;;50;240;18.6
7600;2161;1;;50;250;18.6
7601;2163;1;;;320;18.6
7602;2163;1;;;320;18.6
7603;2163;1;;;220;18.6
7604;2163;1;;;270;18.6
7605;2163;1;;;250;18.6
7606;2165;1;;;220;18.6
7607;2165;1;;;280;18.6
7608;2165;1;;;320;18.6
7609;2165;1;;;320;18.6
7610;2165;2;;;250;18.6
7611;2165;1;;;250;18.6
7612;2167;1;;;250;18.6
7613;2169;1;;;220;18.6
7614;2169;1;;;250;18.6
7615;2169;1;;;250;18.6
7616;2171;1;;;220;18.6
7617;2171;1;;;250;18.6
7618;2171;1;;;270;18.6
7619;2171;1;;;220;18.6
7620;2173;1;;;220;18.6
7621;2173;2;;;220;18.6
7622;2173;1;;;320;18.6
7623;2175;1;;;352;20.6
7624;2175;1;;;264;20.6
7625;2175;1;;;275;20.6
7626;2177;1;;;242;20.6
7627;2177;1;;;308;20.6
7628;2177;1;;;352;20.6
7629;2177;1;;;242;20.6
7630;2177;1;;;275;20.6
7631;2177;1;;;297;20.6
7632;2177;1;;;275;20.6
7633;2177;1;;;242;20.6
7634;2179;1;;;242;20.6
7635;2179;1;;;264;20.6
7636;2179;1;;;352;20.6
7637;2179;2;;;242;20.6
7638;2179;1;;;297;20.6
7639;2181;2;;;242;20.6
7640;2181;1;;;275;20.6
7641;2181;1;;;275;20.6
7642;2181;1;;;242;20.6
7643;2160;1;15;;264;20.6
7644;2160;2;15;;264;20.6
7645;2160;1;15;;300;20.6
7646;2160;2;15;;264;20.6
7647;2162;2;;50;336;20.6
7648;2162;1;;50;384;20.6
7649;2162;1;;50;384;20.6
7650;2162;1;;50;288;20.6
7651;2164;1;;;264;20.6
7652;2164;1;;;324;20.6
7653;2164;2;;;300;20.6
7654;2164;1;;;264;20.6
7655;2166;1;;;300;20.6
7656;2166;1;;;384;20.6
7657;2168;2;;;300;20.6
7658;2168;1;;;384;20.6
7659;2168;1;;;324;20.6
7660;2168;1;;;264;20.6
7661;2170;1;;;264;20.6
7662;2170;1;;;300;20.6
7663;2170;1;;;336;20.6
7664;2170;1;;;264;20.6
7665;2170;1;;;324;20.6
7666;2170;2;;;300;20.6
7667;2172;1;;;300;20.6
7668;2172;1;;;300;20.6
7669;2172;1;;;384;20.6
7670;2172;1;;;288;20.6
7671;2172;1;;;300;20.6
7672;2172;1;;;324;20.6
7673;2172;1;;;300;20.6
7674;2174;1;;;264;20.6
7675;2174;1;;;288;20.6
7676;2174;1;;;324;20.6
7677;2176;1;;;360;20.6
7678;2176;1;;;330;20.6
7679;2176;1;;;330;20.6
7680;2178;1;;;375;20.6
7681;2178;1;;;330;20.6
7682;2180;1;;;405;20.6
7683;2182;1;;;360;20.6
7684;2182;1;;;480;20.6
7685;2183;1;15;;240;18.6
7686;2183;1;15;;280;18.6
7687;2183;1;15;;320;18.6
7688;2183;1;15;;220;18.6
7689;2185;1;;50;250;18.6
7690;2185;1;;50;220;18.6
7691;2187;1;;;220;18.6
7692;2187;1;;;250;18.6
7693;2187;1;;;280;18.6
7694;2187;1;;;320;18.6
7695;2187;2;;;250;18.6
7696;2189;1;;;280;18.6
7697;2189;1;;;320;18.6
7698;2189;1;;;250;18.6
7699;2191;2;;;250;18.6
7700;2191;1;;;320;18.6
7701;2191;1;;;270;18.6
7702;2191;1;;;240;18.6
7703;2193;1;;;220;18.6
7704;2193;2;;;250;18.6
7705;2193;1;;;320;18.6
7706;2193;1;;;270;18.6
7707;2193;1;;;220;18.6
7708;2195;1;;;220;18.6
7709;2195;1;;;220;18.6
7710;2195;1;;;250;18.6
7711;2195;1;;;220;18.6
7712;2197;1;;;320;18.6
7713;2197;1;;;240;18.6
7714;2197;1;;;220;18.6
7715;2197;1;;;280;18.6
7716;2197;1;;;320;18.6
7717;2197;1;;;270;18.6
7718;2197;1;;;270;18.6
7719;2199;1;;;275;20.6
7720;2199;1;;;242;20.6
7721;2199;1;;;308;20.6
7722;2199;1;;;264;20.6
7723;2199;1;;;275;20.6
7724;2201;1;;;242;20.6
7725;2201;2;;;242;20.6
7726;2203;1;;;242;20.6
7727;2205;1;;;242;20.6
7728;2205;1;;;297;20.6
7729;2205;1;;;275;20.6
7730;2184;1;15;;264;20.6
7731;2184;1;15;;336;20.6
7732;2184;1;15;;288;20.6
7733;2184;1;15;;324;20.6
7734;2184;1;15;;264;20.6
7735;2184;1;15;;264;20.6
7736;2186;1;;50;300;20.6
7737;2186;1;;50;324;20.6
7738;2186;1;;50;300;20.6
7739;2188;1;;;384;20.6
7740;2188;1;;;264;20.6
7741;2188;1;;;384;20.6
7742;2188;1;;;288;20.6
7743;2188;1;;;300;20.6
7744;2190;1;;;264;20.6
7745;2190;1;;;384;20.6
7746;2190;1;;;264;20.6
7747;2192;1;;;384;20.6
7748;2192;1;;;300;20.6
7749;2192;1;;;384;20.6
7750;2192;1;;;324;20.6
7751;2192;1;;;264;20.6
7752;2194;1;;;300;20.6
7753;2194;2;;;264;20.6
7754;2194;1;;;300;20.6
7755;2194;1;;;264;20.6
7756;2196;1;;;288;20.6
7757;2196;1;;;264;20.6
7758;2196;1;;;300;20.6
7759;2196;1;;;264;20.6
7760;2196;1;;;300;20.6
7761;2198;1;;;300;20.6
7762;2198;1;;;264;20.6
7763;2198;1;;;264;20.6
7764;2198;1;;;300;20.6
7765;2198;1;;;324;20.6
7766;2198;1;;;264;20.6
7767;2200;1;;;375;20.6
7768;2200;1;;;420;20.6
7769;2200;1;;;330;20.6
7770;2200;1;;;375;20.6
7771;2200;1;;;405;20.6
7772;2200;1;;;375;20.6
7773;2200;1;;;330;20.6
7774;2202;1;;;480;20.6
7775;2202;1;;;330;20.6
7776;2202;1;;;480;20.6
7777;2202;1;;;405;20.6
7778;2202;1;;;360;20.6
7779;2204;1;;;375;20.6
7780;2204;1;;;360;20.6
7781;2204;1;;;330;20.6
7782;2206;1;;;330;20.6
7783;2207;2;15;;220;18.6
7784;2207;2;15;;320;18.6
7785;2209;1;;50;320;18.6
7786;2209;1;;50;250;18.6
7787;2211;1;;;240;18.6
7788;2213;1;;;250;18.6
7789;2215;2;;;250;18.6
7790;2215;1;;;320;18.6
7791;2215;1;;;250;18.6
7792;2215;1;;;270;18.6
7793;2215;1;;;220;18.6
7794;2215;1;;;250;18.6
7795;2215;1;;;250;18.6
7796;2215;2;;;220;18.6
7797;2217;1;;;250;18.6
7798;2217;1;;;320;18.6
7799;2217;1;;;220;18.6
7800;2219;1;;;250;18.6
7801;2219;2;;;270;18.6
7802;2221;1;;;320;18.6
7803;2221;1;;;250;18.6
7804;2221;1;;;220;18.6
7805;2221;1;;;250;18.6
7806;2223;1;;;242;20.6
7807;2223;1;;;242;20.6
7808;2223;1;;;264;20.6
7809;2223;1;;;297;20.6
7810;2223;1;;;297;20.6
7811;2225;1;;;352;20.6
7812;2225;1;;;297;20.6
7813;2227;2;;;242;20.6
7814;2229;1;;;308;20.6
7815;2229;1;;;264;20.6
7816;2229;2;;;242;20.6
7817;2229;2;;;242;20.6
7818;2208;1;15;;384;20.6
7819;2208;1;15;;384;20.6
7820;2208;1;15;;384;20.6
7821;2208;1;15;;324;20.6
7822;2208;1;15;;264;20.6
7823;2210;1;;50;300;20.6
7824;2210;1;;50;336;20.6
7825;2210;1;;50;300;20.6
7826;2210;1;;50;384;20.6
7827;2210;1;;50;324;20.6
7828;2210;1;;50;264;20.6
7829;2212;1;;;264;20.6
7830;2212;1;;;300;20.6
7831;2212;2;;;384;20.6
7832;2212;2;;;324;20.6
7833;2212;1;;;324;20.6
7834;2214;1;;;300;20.6
7835;2216;1;;;288;20.6
7836;2216;1;;;288;20.6
7837;2218;1;;;300;20.6
7838;2218;1;;;264;20.6
7839;2220;1;;;336;20.6
7840;2220;1;;;384;20.6
7841;2220;1;;;264;20.6
7842;2220;1;;;300;20.6
7843;2220;1;;;264;20.6
7844;2220;1;;;300;20.6
7845;2222;2;;;264;20.6
7846;2222;1;;;264;20.6
7847;2222;1;;;300;20.6
7848;2222;1;;;264;20.6
7849;2224;1;;;330;20.6
7850;2224;1;;;480;20.6
7851;2224;1;;;330;20.6
7852;2224;2;;;375;20.6
7853;2224;1;;;330;20.6
7854;2226;1;;;420;20.6
7855;2226;1;;;360;20.6
7856;2226;1;;;405;20.6
7857;2228;1;;;375;20.6
7858;2230;1;;;405;20.6
7859;2230;1;;;330;20.6
7860;2230;1;;;375;20.6
7861;2230;1;;;330;20.6
7862;2230;1;;;330;20.6
7863;2231;1;15;;250;18.6
7864;2231;1;15;;240;18.6
7865;2231;1;15;;220;18.6
7866;2233;1;;50;250;18.6
7867;2233;1;;50;220;18.6
7868;2233;1;;50;250;18.6
7869;2233;2;;50;320;18.6
7870;2233;1;;50;250;18.6
7871;2235;1;;;220;18.6
7872;2237;1;;;220;18.6
7873;2237;1;;;240;18.6
7874;2237;1;;;220;18.6
7875;2237;1;;;270;18.6
7876;2237;1;;;220;18.6
7877;2239;1;;;270;18.6
7878;2239;1;;;240;18.6
7879;2239;1;;;250;18.6
7880;2241;1;;;250;18.6
7881;2241;1;;;220;18.6
7882;2241;1;;;240;18.6
7883;2241;1;;;270;18.6
7884;2243;2;;;250;18.6
7885;2243;1;;;250;18.6
7886;2243;1;;;220;18.6
7887;2245;1;;;250;18.6
7888;2245;1;;;320;18.6
7889;2245;1;;;240;18.6
7890;2247;1;;;297;20.6
7891;2247;1;;;297;20.6
7892;2247;1;;;242;20.6
7893;2249;1;;;275;20.6
7894;2249;1;;;352;20.6
7895;2249;1;;;242;20.6
7896;2251;1;;;275;20.6
7897;2251;1;;;352;20.6
7898;2251;2;;;275;20.6
7899;2253;2;;;275;20.6
7900;2253;1;;;352;20.6
7901;2253;1;;;297;20.6
7902;2253;1;;;242;20.6
7903;2253;1;;;275;20.6
7904;2232;1;15;;300;20.6
7905;2232;1;15;;300;20.6
7906;2234;1;;50;384;20.6
7907;2234;2;;50;264;20.6
7908;2234;1;;50;264;20.6
7909;2234;1;;50;300;20.6
7910;2234;1;;50;324;20.6
7911;2236;1;;;300;20.6
7912;2236;1;;;384;20.6
7913;2236;1;;;288;20.6
7914;2236;1;;;264;20.6
7915;2238;1;;;288;20.6
7916;2238;1;;;264;20.6
7917;2240;1;;;264;20.6
7918;2240;1;;;300;20.6
7919;2240;3;;;384;20.6
7920;2240;1;;;264;20.6
7921;2240;1;;;288;20.6
7922;2240;1;;;264;20.6
7923;2240;1;;;384;20.6
7924;2240;1;;;384;20.6
7925;2240;1;;;288;20.6
7926;2240;1;;;264;20.6
7927;2242;1;;;324;20.6
7928;2244;1;;;384;20.6
7929;2244;1;;;300;20.6
7930;2246;1;;;384;20.6
7931;2246;1;;;264;20.6
7932;2246;1;;;384;20.6
7933;2246;1;;;264;20.6
7934;2246;1;;;264;20.6
7935;2246;1;;;264;20.6
7936;2248;1;;;360;20.6
7937;2248;1;;;360;20.6
7938;2248;1;;;330;20.6
7939;2248;1;;;330;20.6
7940;2248;1;;;330;20.6
7941;2250;1;;;330;20.6
7942;2250;1;;;330;20.6
7943;2250;1;;;405;20.6
7944;2250;1;;;330;20.6
7945;2252;2;;;330;20.6
7946;2254;1;;;375;20.6
7947;2254;2;;;330;20.6
7948;2254;1;;;330;20.6
7949;2255;1;15;;320;18.6
7950;2255;3;15;;270;18.6
7951;2255;1;15;;240;18.6
7952;2255;1;15;;220;18.6
7953;2255;1;15;;250;18.6
7954;2255;1;15;;270;18.6
7955;2255;1;15;;220;18.6
7956;2255;1;15;;250;18.6
7957;2257;1;;50;220;18.6
7958;2257;2;;50;250;18.6
7959;2259;1;;;240;18.6
7960;2259;1;;;250;18.6
7961;2259;1;;;220;18.6
7962;2259;1;;;220;18.6
7963;2261;1;;;240;18.6
7964;2261;1;;;250;18.6
7965;2263;1;;;240;18.6
7966;2263;1;;;270;18.6
7967;2265;1;;;240;18.6
7968;2265;1;;;250;18.6
7969;2267;2;;;250;18.6
7970;2267;1;;;240;18.6
7971;2267;1;;;220;18.6
7972;2269;1;;;220;18.6
7973;2269;2;;;240;18.6
7974;2269;2;;;280;18.6
7975;2269;1;;;320;18.6
7976;2269;1;;;320;18.6
7977;2269;1;;;220;18.6
7978;2269;1;;;250;18.6
7979;2269;1;;;270;18.6
7980;2269;1;;;220;18.6
7981;2271;1;;;275;20.6
7982;2271;1;;;352;20.6
7983;2271;3;;;352;20.6
7984;2271;1;;;275;20.6
7985;2273;1;;;242;20.6
7986;2273;1;;;308;20.6
7987;2273;2;;;242;20.6
7988;2275;1;;;242;20.6
7989;2275;1;;;264;20.6
7990;2275;1;;;275;20.6
7991;2275;1;;;308;20.6
7992;2275;1;;;297;20.6
7993;2275;1;;;242;20.6
7994;2277;1;;;275;20.6
7995;2277;1;;;352;20.6
7996;2277;1;;;242;20.6
7997;2277;1;;;275;20.6
7998;2277;1;;;352;20.6
7999;2277;1;;;275;20.6
8000;2277;1;;;242;20.6
8001;2256;1;15;;264;20.6
8002;2256;2;15;;300;20.6
8003;2256;1;15;;264;20.6
8004;2258;1;;50;384;20.6
8005;2258;1;;50;300;20.6
8006;2258;1;;50;324;20.6
8007;2258;1;;50;324;20.6
8008;2260;1;;;264;20.6
8009;2260;1;;;384;20.6
8010;2260;1;;;264;20.6
8011;2260;1;;;264;20.6
8012;2262;1;;;300;20.6
8013;2262;1;;;288;20.6
8014;2262;1;;;300;20.6
8015;2264;1;;;384;20.6
8016;2264;1;;;324;20.6
8017;2266;1;;;300;20.6
8018;2266;1;;;264;20.6
8019;2266;1;;;288;20.6
8020;2266;1;;;264;20.6
8021;2268;1;;;264;20.6
8022;2268;1;;;300;20.6
8023;2268;1;;;324;20.6
8024;2268;1;;;264;20.6
8025;2270;1;;;264;20.6
8026;2270;1;;;300;20.6
8027;2270;1;;;300;20.6
8028;2272;1;;;330;20.6
8029;2272;1;;;480;20.6
8030;2272;1;;;480;20.6
8031;2272;1;;;375;20.6
8032;2274;1;;;420;20.6
8033;2274;1;;;480;20.6
8034;2276;1;;;480;20.6
8035;2276;1;;;330;20.6
8036;2276;1;;;405;20.6
8037;2276;1;;;375;20.6
8038;2276;1;;;330;20.6
8039;2276;1;;;375;20.6
8040;2278;1;;;480;20.6
8041;2278;1;;;375;20.6
8042;2278;1;;;420;20.6
8043;2278;1;;;375;20.6
8044;2278;1;;;480;20.6
8045;2278;1;;;360;20.6
8046;2278;1;;;330;20.6
8047;2279;1;15;;240;18.6
8048;2279;1;15;;220;18.6
8049;2279;2;15;;220;18.6
8050;2281;1;;50;220;18.6
8051;2281;1;;50;270;18.6
8052;2281;1;;50;220;18.6
8053;2283;1;;;240;18.6
8054;2283;1;;;250;18.6
8055;2283;1;;;220;18.6
8056;2283;1;;;270;18.6
8057;2283;1;;;220;18.6
8058;2285;1;;;220;18.6
8059;2285;1;;;250;18.6
8060;2285;1;;;220;18.6
8061;2285;1;;;220;18.6
8062;2285;1;;;280;18.6
8063;2285;1;;;320;18.6
8064;2285;1;;;250;18.6
8065;2287;1;;;320;18.6
8066;2287;1;;;220;18.6
8067;2287;1;;;320;18.6
8068;2287;1;;;270;18.6
8069;2287;1;;;220;18.6
8070;2289;1;;;220;18.6
8071;2289;1;;;280;18.6
8072;2289;1;;;320;18.6
8073;2289;1;;;240;18.6
8074;2291;1;;;250;18.6
8075;2291;1;;;320;18.6
8076;2291;1;;;320;18.6
8077;2293;1;;;280;18.6
8078;2293;1;;;320;18.6
8079;2293;1;;;220;18.6
8080;2293;1;;;220;18.6
8081;2295;1;;;275;20.6
8082;2295;1;;;297;20.6
8083;2297;1;;;242;20.6
8084;2297;1;;;264;20.6
8085;2297;1;;;275;20.6
8086;2297;1;;;242;20.6
8087;2297;1;;;297;20.6
8088;2297;1;;;264;20.6
8089;2297;1;;;242;20.6
8090;2299;2;;;352;20.6
8091;2299;1;;;352;20.6
8092;2299;1;;;275;20.6
8093;2299;1;;;297;20.6
8094;2299;2;;;242;20.6
8095;2301;1;;;352;20.6
8096;2301;1;;;264;20.6
8097;2301;1;;;242;20.6
8098;2280;1;15;;300;20.6
8099;2280;1;15;;324;20.6
8100;2280;1;15;;264;20.6
8101;2280;1;15;;300;20.6
8102;2282;1;;50;288;20.6
8103;2282;1;;50;264;20.6
8104;2284;1;;;264;20.6
8105;2284;1;;;264;20.6
8106;2284;1;;;300;20.6
8107;2284;1;;;384;20.6
8108;2284;1;;;288;20.6
8109;2286;1;;;264;20.6
8110;2286;1;;;300;20.6
8111;2286;1;;;384;20.6
8112;2286;1;;;300;20.6
8113;2286;1;;;384;20.6
8114;2286;1;;;324;20.6
8115;2288;1;;;300;20.6
8116;2288;1;;;336;20.6
8117;2288;1;;;384;20.6
8118;2290;1;;;300;20.6
8119;2290;1;;;324;20.6
8120;2290;1;;;300;20.6
8121;2292;1;;;384;20.6
8122;2294;1;;;264;20.6
8123;2294;1;;;264;20.6
8124;2294;1;;;324;20.6
8125;2294;1;;;288;20.6
8126;2294;1;;;264;20.6
8127;2294;1;;;264;20.6
8128;2296;1;;;330;20.6
8129;2296;1;;;330;20.6
8130;2296;1;;;420;20.6
8131;2296;1;;;360;20.6
8132;2298;1;;;360;20.6
8133;2298;1;;;375;20.6
8134;2298;1;;;375;20.6
8135;2300;1;;;375;20.6
8136;2300;1;;;480;20.6
8137;2300;1;;;375;20.6
8138;2300;1;;;405;20.6
8139;2300;2;;;330;20.6
8140;2302;2;;;375;20.6
8141;2302;1;;;480;20.6
8142;2302;2;;;420;20.6
8143;2302;1;;;375;20.6
8144;2302;1;;;330;20.6
8145;2302;1;;;330;20.6
8146;2303;1;15;;220;18.6
8147;2303;3;15;;220;18.6
8148;2303;1;15;;220;18.6
8149;2303;1;15;;220;18.6
8150;2305;1;;50;250;18.6
8151;2305;1;;50;280;18.6
8152;2305;1;;50;320;18.6
8153;2305;2;;50;270;18.6
8154;2305;1;;50;240;18.6
8155;2305;1;;50;220;18.6
8156;2307;1;;;250;18.6
8157;2307;2;;;280;18.6
8158;2309;1;;;240;18.6
8159;2309;1;;;220;18.6
8160;2309;1;;;320;18.6
8161;2309;1;;;320;18.6
8162;2311;1;;;220;18.6
8163;2311;1;;;250;18.6
8164;2311;1;;;320;18.6
8165;2311;1;;;320;18.6
8166;2311;1;;;240;18.6
8167;2311;1;;;250;18.6
8168;2311;1;;;220;18.6
8169;2313;1;;;220;18.6
8170;2313;1;;;240;18.6
8171;2313;1;;;250;18.6
8172;2313;1;;;270;18.6
8173;2315;2;;;220;18.6
8174;2315;2;;;240;18.6
8175;2315;1;;;250;18.6
8176;2315;1;;;220;18.6
8177;2315;1;;;270;18.6
8178;2317;1;;;240;18.6
8179;2317;1;;;270;18.6
8180;2319;1;;;275;20.6
8181;2319;1;;;242;20.6
8182;2319;1;;;352;20.6
8183;2319;1;;;264;20.6
8184;2321;1;;;297;20.6
8185;2321;1;;;264;20.6
8186;2321;2;;;275;20.6
8187;2321;1;;;275;20.6
8188;2323;1;;;352;20.6
8189;2323;1;;;242;20.6
8190;2325;2;;;352;20.6
8191;2325;2;;;275;20.6
8192;2304;2;15;;288;20.6
8193;2304;1;15;;324;20.6
8194;2304;1;15;;264;20.6
8195;2304;1;15;;324;20.6
8196;2304;1;15;;264;20.6
8197;2306;1;;50;288;20.6
8198;2306;2;;50;336;20.6
8199;2306;1;;50;384;20.6
8200;2306;1;;50;384;20.6
8201;2306;1;;50;264;20.6
8202;2306;1;;50;300;20.6
8203;2308;1;;;264;20.6
8204;2308;1;;;300;20.6
8205;2308;1;;;300;20.6
8206;2308;1;;;300;20.6
8207;2310;2;;;384;20.6
8208;2310;1;;;300;20.6
8209;2312;1;;;264;20.6
8210;2312;1;;;288;20.6
8211;2312;1;;;336;20.6
8212;2312;1;;;300;20.6
8213;2312;1;;;264;20.6
8214;2314;1;;;336;20.6
8215;2314;1;;;384;20.6
8216;2314;1;;;324;20.6
8217;2314;1;;;288;20.6
8218;2314;1;;;300;20.6
8219;2316;1;;;264;20.6
8220;2316;1;;;264;20.6
8221;2316;1;;;300;20.6
8222;2318;1;;;264;20.6
8223;2318;1;;;300;20.6
8224;2318;1;;;384;20.6
8225;2318;1;;;324;20.6
8226;2318;1;;;288;20.6
8227;2318;2;;;264;20.6
8228;2320;1;;;405;20.6
8229;2322;1;;;420;20.6
8230;2322;1;;;375;20.6
8231;2324;1;;;375;20.6
8232;2324;2;;;480;20.6
8233;2324;1;;;330;20.6
8234;2326;1;;;330;20.6
8235;2326;1;;;480;20.6
8236;2326;1;;;375;20.6
8237;2326;1;;;480;20.6
8238;2326;1;;;405;20.6
8239;2327;1;15;;240;18.6
8240;2327;1;15;;250;18.6
8241;2327;2;15;;250;18.6
8242;2327;1;15;;220;18.6
8243;2329;1;;50;250;18.6
8244;2329;1;;50;270;18.6
8245;2331;1;;;250;18.6
8246;2331;1;;;280;18.6
8247;2331;1;;;250;18.6
8248;2331;1;;;240;18.6
8249;2331;1;;;250;18.6
8250;2331;1;;;220;18.6
8251;2333;1;;;240;18.6
8252;2333;1;;;220;18.6
8253;2333;1;;;250;18.6
8254;2335;1;;;250;18.6
8255;2335;1;;;250;18.6
8256;2335;1;;;220;18.6
8257;2335;1;;;220;18.6
8258;2337;1;;;250;18.6
8259;2337;1;;;270;18.6
8260;2337;3;;;250;18.6
8261;2339;1;;;240;18.6
8262;2341;1;;;220;18.6
8263;2341;1;;;320;18.6
8264;2341;1;;;220;18.6
8265;2343;1;;;308;20.6
8266;2343;1;;;297;20.6
8267;2345;1;;;264;20.6
8268;2345;1;;;242;20.6
8269;2345;1;;;308;20.6
8270;2345;1;;;352;20.6
8271;2345;1;;;264;20.6
8272;2347;1;;;352;20.6
8273;2347;1;;;297;20.6
8274;2347;1;;;275;20.6
8275;2349;1;;;242;20.6
8276;2349;2;;;352;20.6
8277;2349;1;;;264;20.6
8278;2349;1;;;275;20.6
8279;2328;2;15;;264;20.6
8280;2328;1;15;;264;20.6
8281;2328;2;15;;300;20.6
8282;2330;1;;50;300;20.6
8283;2330;1;;50;384;20.6
8284;2330;1;;50;264;20.6
8285;2330;1;;50;300;20.6
8286;2330;1;;50;324;20.6
8287;2332;1;;;300;20.6
8288;2332;1;;;384;20.6
8289;2334;1;;;264;20.6
8290;2334;1;;;384;20.6
8291;2334;1;;;288;20.6
8292;2334;1;;;324;20.6
8293;2336;1;;;336;20.6
8294;2336;1;;;288;20.6
8295;2336;1;;;264;20.6
8296;2338;1;;;264;20.6
8297;2340;1;;;384;20.6
8298;2340;1;;;264;20.6
8299;2340;1;;;300;20.6
8300;2342;1;;;264;20.6
8301;2342;2;;;264;20.6
8302;2342;1;;;324;20.6
8303;2342;1;;;300;20.6
8304;2344;1;;;330;20.6
8305;2344;1;;;375;20.6
8306;2344;1;;;375;20.6
8307;2344;1;;;330;20.6
8308;2346;1;;;480;20.6
8309;2346;1;;;375;20.6
8310;2346;1;;;405;20.6
8311;2348;1;;;480;20.6
8312;2348;2;;;330;20.6
8313;2348;2;;;360;20.6
8314;2348;1;;;330;20.6
8315;2350;1;;;375;20.6
8316;2350;1;;;360;20.6
8317;2350;1;;;375;20.6
8318;2350;1;;;330;20.6
8319;2350;1;;;330;20.6
8320;2350;1;;;330;20.6
8321;2351;1;15;;250;18.6
8322;2351;1;15;;320;18.6
8323;2353;1;;50;240;18.6
8324;2353;1;;50;250;18.6
8325;2355;1;;;220;18.6
8326;2355;1;;;280;18.6
8327;2355;1;;;270;18.6
8328;2357;1;;;320;18.6
8329;2357;1;;;240;18.6
8330;2357;1;;;220;18.6
8331;2359;2;;;320;18.6
8332;2359;1;;;250;18.6
8333;2359;1;;;270;18.6
8334;2359;1;;;250;18.6
8335;2361;1;;;270;18.6
8336;2363;1;;;280;18.6
8337;2363;1;;;220;18.6
8338;2365;1;;;250;18.6
8339;2365;1;;;250;18.6
8340;2367;1;;;275;20.6
8341;2367;1;;;297;20.6
8342;2367;1;;;242;20.6
8343;2369;1;;;242;20.6
8344;2369;1;;;297;20.6
8345;2369;1;;;275;20.6
8346;2371;1;;;275;20.6
8347;2373;1;;;352;20.6
8348;2373;1;;;242;20.6
8349;2373;1;;;275;20.6
8350;2373;1;;;352;20.6
8351;2373;1;;;297;20.6
8352;2373;1;;;242;20.6
8353;2352;1;15;;264;20.6
8354;2352;2;15;;300;20.6
8355;2352;1;15;;384;20.6
8356;2352;1;15;;264;20.6
8357;2352;1;15;;300;20.6
8358;2354;1;;50;288;20.6
8359;2354;1;;50;336;20.6
8360;2354;1;;50;324;20.6
8361;2354;1;;50;324;20.6
8362;2354;1;;50;300;20.6
8363;2356;1;;;288;20.6
8364;2356;1;;;264;20.6
8365;2356;1;;;288;20.6
8366;2356;1;;;264;20.6
8367;2358;3;;;384;20.6
8368;2358;1;;;300;20.6
8369;2358;1;;;336;20.6
8370;2360;1;;;264;20.6
8371;2360;1;;;300;20.6
8372;2360;1;;;300;20.6
8373;2362;1;;;264;20.6
8374;2362;1;;;264;20.6
8375;2362;1;;;300;20.6
8376;2364;1;;;300;20.6
8377;2364;1;;;384;20.6
8378;2364;2;;;264;20.6
